	Standard Type	Standard Value	Smiles	pKi
11489	Ki	1500.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCN(CC2)C3=NOC4=CC=CC=C43	5.8239
11490	Ki	1100.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NOC4=CC=CC=C43	5.9586
11491	Ki	5200.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CS2)C3=NOC4=CC=CC=C43	5.284
11495	Ki	95.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NOC5=CC=CC=C54	7.0223
11499	Ki	15.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NSC4=CC=CC=C43	7.8239
11500	Ki	42.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CS2)C3=NSC4=CC=CC=C43	7.3768
11501	Ki	40.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NSC5=CC=CC=C54	7.3979
11502	Ki	45.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	7.3468
11503	Ki	54.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	7.2676
11504	Ki	23.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	7.6383
11505	Ki	66.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CS4	7.1805
11506	Ki	130.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC=CS4	6.8861
11507	Ki	44.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=C(S4)C=C(C=C5)Cl	7.3565
11511	Ki	25.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	7.6021
11515	Ki	32.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.4949
11519	Ki	26.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=C(C=C4)C=C(C=C5)Cl	7.585
11523	Ki	35.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	7.4559
11524	Ki	2200.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NOC4=CC=CC=C43	5.6576
11525	Ki	4800.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NOC4=CC=CC=C43	5.3188
11526	Ki	210.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F	6.6778
11527	Ki	100.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	7.0
11528	Ki	61.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	7.2147
11529	Ki	63.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NSC5=CC=CC=C54	7.2007
11530	Ki	33.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NSC5=CC=CC=C54	7.4815
11531	Ki	330.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NOC4=CC=CC=C43	6.4815
11532	Ki	27.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NOC4=CC=CC=C43	7.5686
11533	Ki	13.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CSC5=CC=CC=C54	7.8861
11534	Ki	40.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5S4	7.3979
11535	Ki	100.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CN=C5N4C=CC=C5	7.0
11536	Ki	23.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CC5=C4N=CS5	7.6383
11537	Ki	430.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCN(CC2)C3=NSC4=CC=CC=C43	6.3665
11538	Ki	22.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCN(CC2)C3=NSC4=CC=CC=C43	7.6576
11539	Ki	46.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	7.3372
11540	Ki	17.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCCN3CCN(CC3)C4=NOC5=CC=CC=C54	7.7696
11547	Ki	83.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	7.0809
11548	Ki	133.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.8761
11549	Ki	110.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	6.9586
11550	Ki	120.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	6.9208
11551	Ki	87.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCN(CC2)C3=NOC4=CC=CC=C43	7.0605
11552	Ki	29.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NOC4=CC=CC=C43	7.5376
11553	Ki	1600.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NOC5=CC=CC=C54	5.7959
11554	Ki	2300.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	5.6383
11555	Ki	1100.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NOC5=CC=CC=C54	5.9586
11556	Ki	560.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	6.2518
11557	Ki	100.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCN(CC2)C3=NSC4=CC=CC=C43	7.0
11558	Ki	71.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NSC4=CC=CC=C43	7.1487
11559	Ki	680.0	C1CN(CCN1CCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NSC5=CC=CC=C54	6.1675
11563	Ki	84.0	C1CN(CCN1CCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NSC5=CC=CC=C54	7.0757
11564	Ki	140.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NSC5=CC=CC=C54	6.8539
11565	Ki	27.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=CC3=C2N=CS3)C4=NSC5=CC=CC=C54	7.5686
11566	Ki	120.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CC3=C2N=CS3)C4=NSC5=CC=CC=C54	6.9208
11567	Ki	18.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	7.7447
11568	Ki	35.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NOC5=CC=CC=C54	7.4559
11575	Ki	5700.0	C1C(=O)N(C2(S1)C3=CC=CC=C3NC2=O)C4=CC=CC=C4	5.2441
11576	Ki	54.0	C1CNCCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	7.2676
11577	Ki	16.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4	7.7959
11578	Ki	15.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4F	7.8239
11579	Ki	47.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	7.3279
11580	Ki	87.0	COC1=CC=CC=C1C2CN(C(=O)O2)C3=CC4=C(CCNCC4)C=C3	7.0605
11581	Ki	240.0	C1CNCCC1OC2=CC=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	6.6198
11582	Ki	1900.0	C1CN(CCN1)C2=CC=C(C=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	5.7212
11583	Ki	140.0	C1CN(CCN1)C2=CC(=CC=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	6.8539
11584	Ki	88.0	COC1=CC(=CC(=C1)N2C(=O)CSC23C4=CC=CC=C4NC3=O)OC	7.0555
11585	Ki	100.0	C1CNCCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4Cl	7.0
11586	Ki	1200.0	C1CC2=C(CNC1)C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	5.9208
11590	Ki	4900.0	C1CC(=O)N(C1)C2=CN=C3C(=C2)C=CC=C3N4CCNCC4	5.3098
11591	Ki	650.0	C1CN(CC1C2=CC=CC=C2Cl)C3=CC4=C(CCNCC4)C=C3	6.1871
11592	Ki	140.0	C1CNCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	6.8539
11593	Ki	55.0	C1CN(CCN1)C2=C3C=CC(=CC3=NC=C2)N4CC(CC4=O)C5=CC=CC=C5	7.2596
11594	Ki	10.0	C1CNCCN(C1)C2=CC=CC3=CC(=CN=C32)N4CC(CC4=O)C5=CC=CC=C5	8.0
11595	Ki	10.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC(=CC=C4)Cl	8.0
11596	Ki	70.0	C1CNCCC1C2=CC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	7.1549
11597	Ki	84.0	C1CN(CCN1)C2=CC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	7.0757
11598	Ki	48.0	C1CN(CCN1)C2=NC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	7.3188
11599	Ki	4100.0	C1CN(CCN1)C2=CC(=CN=C2)N3CC(CC3=O)C4=CC=CC=C4	5.3872
11600	Ki	150.0	C1CNCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	6.8239
11601	Ki	330.0	C1CNCC2=C1C=C(C=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	6.4815
11602	Ki	47.0	C1C(CN1)OC2=C(C=CC(=C2)Br)OCC3=CC(=CC=C3)Cl	7.3279
11603	Ki	0.22	CN1CCC(CC1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=N4	9.6576
11604	Ki	0.34	CN1CCN(CC1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC(=C4)F	9.4685
11650	Ki	15.85	CN1CCC2C(C1)C3=C4N2C5=CC=CC=C5CSC4=CC=C3	7.8
11651	Ki	630.96	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CC4CC5=C(C=NN5)C(=O)C4	6.2
11652	Ki	354.81	C1CCN(C1)C2=NC3=C(S2)C(=O)CC(C3)CN4CCC(CC4)C5=CNC6=C5C=CC(=C6)F	6.45
11653	Ki	213.8	CC1=NC2=C(O1)CC(CC2=O)CN3CCC(CC3)C4=CNC5=C4C=CC(=C5)F	6.67
11654	Ki	1902.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC(=C(C=C4)Cl)Cl.Cl	5.7208
11655	Ki	10350.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC=CC=C4.Cl	4.9851
11656	Ki	8987.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	5.0464
11657	Ki	1195.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	5.9226
11658	Ki	12250.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCC4=CC=CC=C4C3.Cl	4.9119
11678	Ki	12100.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	4.9172
11679	Ki	20290.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	4.6927
11680	Ki	1970.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	5.7055
11681	Ki	68.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl.Cl	7.1675
11682	Ki	9141.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCC4=CC=CC=C4C3.Cl	5.039
11683	Ki	14210.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC=CC=C4.Cl	4.8474
11684	Ki	5150.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	5.2882
11685	Ki	11670.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCC4=CC=CC=C4C3.Cl	4.9329
11686	Ki	207.0	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCOCC3)CCCCN4CCN(CC4)C5=CC(=CC=C5)Cl	6.684
11687	Ki	20080.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC=CC=C4.Cl	4.6972
11715	Ki	447.0	CN1C2=C(C(=O)N(C1=O)C)N3C=C(N(C3=N2)CCCCN4CCN(CC4)C5=CC=C(C=C5)Cl)C6=CC=CC=C6	6.3497
11716	Ki	510.0	CC1=C(C(=CC=C1)N2CCN(CC2)CCCCN3C(=CN4C3=NC5=C4C(=O)N(C(=O)N5C)C)C)C	6.2924
11719	Ki	839.0	CN1C2=C(C(=O)N(C1=O)C)N3C=CC(=O)N(C3=N2)CCCCCN4CCN(CC4)C5=CC=C(C=C5)Cl	6.0762
11720	Ki	1591.0	CN1C2=C(C(=O)N(C1=O)C)N3C=CN(C3=N2)CCCCCN4CCN(CC4)C5=CC=C(C=C5)Cl	5.7983
11721	Ki	1456.0	CC1=CN2C3=C(N=C2N1CCCCN4CCN(CC4)C5=CC=C(C=C5)Cl)N(C(=O)N(C3=O)C)C	5.8368
11722	Ki	837.0	CC1=CN2C3=C(N=C2N1CCCCCN4CCN(CC4)C5=CC=C(C=C5)Cl)N(C(=O)N(C3=O)C)C	6.0773
11723	Ki	45.0	CN1C2=C(C(=O)N(C1=O)C)N3C=C(N(C3=N2)CCCCCN4CCN(CC4)C5=CC=C(C=C5)Cl)C6=CC=CC=C6	7.3468
11724	Ki	405.0	CC1=CN2C3=C(N=C2N1CCCCCN4CCN(CC4)C5=CC(=C(C=C5)Cl)Cl)N(C(=O)N(C3=O)C)C	6.3925
11725	Ki	86.0	CN1C2=C(C(=O)N(C1=O)C)N3C=CC(=O)N(C3=N2)CCCCN4CCN(CC4)C5=CC=C(C=C5)Cl	7.0655
11747	Ki	100.0	CN(C)CCN1C2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC4=CC=CC=C43)SC1=O	7.0
11782	Ki	0.4	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5S(=O)(=O)C6=CC=CC=C6	9.3979
11784	Ki	45.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5CC6=CC=CC=C6F	7.3468
11812	Ki	140.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CCCCOC5=CC6=C(CCC(=O)N6)C=C5	6.8539
11813	Ki	52.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCNCCC3=CN(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5	7.284
11814	Ki	23.0	C1CN(CCN1CCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4CC5=CC=CC=C5F	7.6383
11815	Ki	83.0	C1CN(CCN1CCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4CC5=CC=C(C=C5)F	7.0809
11816	Ki	2.3	C1CC(=O)NC2=C1C=CC(=C2)OCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5S(=O)(=O)C6=CC=CC=C6	8.6383
11817	Ki	11.0	CC(C)OC1=CC=CC=C1OCCCCN2CCN(CC2)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	7.9586
11818	Ki	16.0	C1CN(CCN1CCCCOC2=CC=CC=C2)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	7.7959
11819	Ki	100.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5CC6=CC=C(C=C6)F	7.0
11820	Ki	3.8	C1CN(CCN1CCCOC2=CC3=C(C=C2)C=CO3)C4=CC=CC5=C4C=CN5S(=O)(=O)C6=CC=CC=C6	8.4202
11823	Ki	2.8	C1CN(CCN1CCCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	8.5528
11824	Ki	1.7	CC(C)OC1=CC=CC=C1OCCCN2CCN(CC2)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	8.7696
11825	Ki	490.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)CCCOC5=CC=CC=C5C(=O)N	6.3098
11826	Ki	33.0	C1CN(CC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CCCOC5=CC=CC=C5C(=O)N	7.4815
11827	Ki	9.9	C1CN(CCN1CCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4CC5=CC(=CC=C5)F	8.0044
11828	Ki	12.6	C1CN(CCN1CCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4CC5=CC(=CC=C5)Cl	7.8996
11829	Ki	7.6	C1CN(CCN1CCCOC2=CC=CC=C2)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	8.1192
11830	Ki	5.4	C1CN(CCN1CCCOC2=CC=C(C=C2)F)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	8.2676
11831	Ki	20.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5CC6=CC(=CC=C6)F	7.699
11833	Ki	62.0	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CCNCCCOC4=CC=CC=C4C(=O)N	7.2076
11834	Ki	24.0	C1CN(CCN1CCCOC2=CC=CC=C2C(=O)N)C3=CC=CC4=C3C=CN4CC5=CC=CC=C5	7.6198
11835	Ki	6.9	C1CN(CCN1CCCCOC2=CC=C(C=C2)F)C3=CC=CC4=C3C=CN4S(=O)(=O)C5=CC=CC=C5	8.1612
11836	Ki	150.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCNCCC3=CN(C4=CC=CC=C43)CC5=CC=CC=C5	6.8239
11837	Ki	13.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5CC6=CC=CC=C6	7.8861
11839	Ki	7.3	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=CC=CC5=C4C=CN5CC6=CC(=CC=C6)Cl	8.1367
11841	Ki	590.0	C1CN(CC=C1C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)CCCOC5=CC=CC=C5C(=O)N	6.2291
11842	Ki	22.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCC(=CC3)C4=CN(C5=CC=CC=C54)CC6=CC=CC=C6	7.6576
11843	Ki	52.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCC(=CC3)C4=CN(C5=CC=CC=C54)S(=O)(=O)C6=CC=CC=C6	7.284
11844	Ki	150.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)CCCCOC5=CC6=C(CCC(=O)N6)C=C5	6.8239
11845	Ki	57.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CCCOC5=CC=CC=C5C(=O)N	7.2441
11846	Ki	680.0	C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)CCNCCCOC4=CC=CC=C4C(=O)N	6.1675
11847	Ki	376.0	C1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)CCCCN3CCN(CC3)C4=CC=CC=C4C5=CC=CC=C5	6.4248
11848	Ki	603.0	CC(C)C1=CC=CC=C1N2CCN(CC2)CCCCCCC(=O)N3CCC[C@H]3C(=O)N4CCCCC4	6.2197
11849	Ki	282.0	CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)N3CC4=CC=CC=C4C[C@H]3C(=O)N	6.5498
11850	Ki	594.0	C1CN(CCN1CCCCC(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N)C4=CC=CC=C4C5=CC=CC=C5	6.2262
11867	Ki	119.0	CCS(=O)(=O)C1=NC(=C(S1)N2CCC3=CC=CC=C3C2)S(=O)(=O)C4=CC=C(C=C4)Cl	6.9245
11869	Ki	670.0	C1=CC=C2C(=C1)C(=CN2)C3(C4=C(C=CC(=C4)Cl)NC3=O)C5=CNC6=CC=CC=C65	6.1739
11871	Ki	13330.0	C1=CC=C2C(=C1)N(C3=CC=CC=C3S2(=O)=O)CC4=C(C=C(C=C4)Cl)F	4.8752
11872	Ki	1174.0	CC1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=N2)N3CCC4=CC=CC=C4C3)Cl	5.9303
11873	Ki	5826.0	C1C=C2C=CC=CC2=C(N1S(=O)(=O)C3=CC=C(C=C3)F)C4=CNC5=CC=CC=C54	5.2346
11874	Ki	3104.0	C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=CC=CC=C3C2C4=CNC5=CC=CC=C54	5.5081
11875	Ki	16550.0	CN(C1=CC(=CC=C1)Cl)C(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=CC(=CC=C4)OC	4.7812
11876	Ki	5676.0	C1CN(CCC1C(=O)N)C2=C3C=C(C=CC3=NC=C2S(=O)(=O)C4=CC=CC=C4)Cl	5.246
11877	Ki	11980.0	C1=CC=C2C(=C1)C=CC=C2CN3C=CC(=N3)NS(=O)(=O)C4=CC=C(S4)Br	4.9215
11878	Ki	2945.0	CC1=C(N(C(=C1S(=O)(=O)C2=CC=C(C=C2)Cl)N)CCOC)C	5.5309
11879	Ki	11360.0	CC1=C(C=C(C=C1)Cl)N(C)C(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=C(C=C(C=C4)F)F	4.9446
11880	Ki	15610.0	C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=CC=CC5=C4N=CC=C5	4.8066
11881	Ki	9669.0	C1CCC2(C(C1)C3=C(O2)C4=CC=CC=C4C(=C3)NS(=O)(=O)C5=CC=CC=C5)N6CCOCC6	5.0146
11882	Ki	6401.0	C1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)S(=O)(=O)C4=CC=CC=C4)N)C5=CC=CC=C5	5.1938
11883	Ki	1574.0	CC1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC=C2S(=O)(=O)C4=CC=CC=C4)Cl	5.803
11884	Ki	6505.0	CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C3C=CC(=CC3=C2SCC4=CC=C(C=C4)Cl)F	5.1868
11889	Ki	12730.0	C1CC2C3=C(C1)C4=C(N3CCN2CC5=CC=CC=C5)C=CC(=C4)Br	4.8952
11890	Ki	3213.0	CC1=CC=C(C=C1)S(=O)(=O)N/N=C/2\CCCC3=C2NC4=C3C=C(C=C4)Cl	5.4931
11891	Ki	5805.0	C1=CC=C2C(=C1)C=CN=C2C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)Cl	5.2362
11892	Ki	19810.0	C1CCC2=C(C1)C=CC=C2NS(=O)(=O)C3=CC=C(S3)C4=NNC(=O)C=C4	4.7031
11893	Ki	7886.0	C1=CC=C2C(=C1)C(=CC(=C2O)SC3=CC=CC4=C3N=CC=C4)NS(=O)(=O)C5=CC=C(C=C5)F	5.1031
11894	Ki	1321.0	COC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl	5.8791
11895	Ki	1517.0	COC1=CC=CC=C1N2CCN(CC2)CCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl	5.819
11896	Ki	26.0	CN1CCC2=C(CC1)C=C(C=C2)N3C(=O)CSC34C5=CC=CC=C5NC4=O	7.585
11979	Ki	2.3	COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)I)N3CCNCC3	8.6383
11980	Ki	99.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)C(=O)C4=CC=CC=C4	7.0044
11981	Ki	0.4	C1COC2=C(C1N3CCNCC3)C=CC(=C2)S(=O)(=O)C4=CC=CC=C4	9.3979
11982	Ki	0.2	CNC[C@@H]1COC2=C(O1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3	9.699
11983	Ki	3.8	C1CNCCC1C2=CC=C(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC=C4	8.4202
11984	Ki	59.0	C1CC(C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CCC(=N)N	7.2291
11985	Ki	1.6	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C(=C3)N5CCN(CC5)C)OCC4	8.7959
11990	Ki	0.25	CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24	9.6021
11991	Ki	32.0	C1CC2=C(CNC1)C=C(C=C2)NS(=O)(=O)C3=CSC(=C3C4=CC=CC=C4)C(F)(F)F	7.4949
11992	Ki	1.7	CN(C)[C@H]1CCC2=C(C=CC(=C2C1)OC)S(=O)(=O)NC3=C(C=CC(=C3)Cl)OC	8.7696
11993	Ki	10.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)CC4=CC=CC=C4	8.0
11994	Ki	1.2	CN(C)CCC1=CN(C2=C1C=CS2)S(=O)(=O)C3=CC=CC=C3	8.9208
11995	Ki	0.04	C1CN(CC2=C1C(=CC=C2)N3CCNCC3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl	10.3979
11996	Ki	1.0	C1CNCCC1C2=CCOC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	9.0
11997	Ki	4.0	CC(C1=C(C(=CC(=C1)Cl)OC)OC)NC2=C(C=CC(=C2)N3CCNCC3)S(=O)(=O)C	8.3979
