	Standard Type	Standard Value	Smiles	pKi
16374	Ki	27.6	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)CN4CCN(CC4)C	7.5591
16375	Ki	10.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)Br	7.9872
16379	Ki	17.5	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)F	7.757
16380	Ki	8.8	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	8.0555
16381	Ki	91.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	7.041
16382	Ki	239.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F	6.6216
16383	Ki	326.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)C(=O)C4=CC=CC=C4Br	6.4868
16384	Ki	90.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C#N	7.0434
16385	Ki	36.1	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=C(C=C3)OC)CN4CCN(CC4)C	7.4425
16386	Ki	29.4	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)OC	7.5317
16464	Ki	4.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)CO	8.3979
16465	Ki	28.0	CCN(CC)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC=C4	7.5528
16470	Ki	20.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC5=CC=CC=C54)CO	7.699
16471	Ki	1.0	CN(C)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC5=CC=CC=C54	9.0
16472	Ki	266.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C=O	6.5751
16473	Ki	52.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC=C4)CO	7.284
16474	Ki	755.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C#N	6.1221
16475	Ki	1000.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	6.0
16477	Ki	1695.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=CC=C3)C4=CC=CC=C4	5.7708
16479	Ki	1671.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	5.777
16481	Ki	1670.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	5.7773
16483	Ki	1400.0	COC1=CC=C(C=C1)N(CCCCN2CCC(CC2)(C3=CC(=C(C=C3)Cl)C(F)(F)F)O)C4=CC=C(C=C4)OC	5.8539
16485	Ki	1680.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	5.7747
16556	Ki	241.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(=O)C4=CC5=C6C(=C4)CCN6C(=O)CC5	6.618
16557	Ki	29.46	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O	7.5308
16558	Ki	17.7	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC4=CC5=C6C(=C4)CCN6C(=O)CC5	7.752
16564	Ki	6.36	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O	8.1965
16682	Ki	337.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	6.4724
16683	Ki	104.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65	6.983
16684	Ki	1483.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	5.8289
16685	Ki	497.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	6.3036
16686	Ki	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	7.3979
16687	Ki	949.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	6.0227
16688	Ki	2057.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	5.6868
16689	Ki	45.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	7.3468
16690	Ki	1810.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	5.7423
16691	Ki	190.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	6.7212
16695	Ki	92.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	7.0362
16696	Ki	13.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	7.8861
16697	Ki	18.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	7.7447
16698	Ki	311.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	6.5072
16699	Ki	2990.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	5.5243
16700	Ki	137.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	6.8633
16701	Ki	9.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	8.0458
16702	Ki	457.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	6.3401
16703	Ki	169.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	6.7721
16704	Ki	72.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	7.1427
16705	Ki	23.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	7.6383
16712	Ki	2533.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	5.5964
16716	Ki	348.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CN=CC6=CC=CC=C65	6.4584
16717	Ki	360.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	6.4437
16718	Ki	38.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	7.4202
16719	Ki	996.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	6.0017
16720	Ki	1259.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=NC6=CC=CC=C65	5.9
16721	Ki	176.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	6.7545
16722	Ki	221.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65	6.6556
16723	Ki	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	7.3979
16724	Ki	291.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65	6.5361
16725	Ki	77.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	7.1135
16726	Ki	1263.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6	5.8986
16727	Ki	623.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=NC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65	6.2055
16728	Ki	344.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	6.4634
16729	Ki	82.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5	7.0862
16730	Ki	2310.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	5.6364
16731	Ki	766.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	6.1158
16732	Ki	60.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl	7.2218
16733	Ki	3912.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6	5.4076
16734	Ki	130.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6	6.8861
16735	Ki	641.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6	6.1931
16736	Ki	1716.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=C4N=CC=C5	5.7655
16737	Ki	58.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NSC5=CC=CC=C54	7.2366
16738	Ki	157.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=CC=CC=C54	6.8041
16739	Ki	921.0	COC1=CC=CC(=C1)N2CCN(CC2)CCCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O	6.0357
16740	Ki	459.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4Cl	6.3382
16741	Ki	52.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC(=C4)C(F)(F)F	7.284
16742	Ki	1272.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4C(F)(F)F	5.8955
16743	Ki	372.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=CC=C4)Cl	6.4295
16744	Ki	132.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=C(C=C4)Cl)Cl	6.8794
16745	Ki	104.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4	6.983
16746	Ki	1619.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4F	5.7908
16747	Ki	971.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4	6.0128
16748	Ki	920.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=C(C(=CC=C4)Cl)Cl	6.0362
16749	Ki	2352.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=N4	5.6286
16754	Ki	71.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	7.1487
16755	Ki	301.0	C1CN(CCC1C2=CNC3=C2C=C(C=C3)F)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	6.5214
16756	Ki	81.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=CC=CC=C65	7.0915
16757	Ki	85.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=C5C=C(C=C6)F	7.0706
16758	Ki	29.0	C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F	7.5376
16759	Ki	427.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)OC	6.3696
16790	Ki	55.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)O	7.2596
16791	Ki	109.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=CC=C4	6.9626
16792	Ki	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)F)O	8.699
16793	Ki	132.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)F	6.8794
16794	Ki	5.0	CC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	8.301
16795	Ki	1032.0	CC(CC1=CN(C2=CC=CC=C21)C)NCC3=CC=C(O3)C4=CC(=CC=C4)OC	5.9863
16796	Ki	60.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)Cl)O	7.2218
16797	Ki	475.0	CC(CC1=CNC2=CC=CC=C21)NCC3=CC=C(O3)C4=CC=C(C=C4)O	6.3233
16798	Ki	25.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=N4)F)O	7.6021
16800	Ki	101.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC5=CC=CC=C5N=C4	6.9957
16801	Ki	1696.0	COC1=CC2=C(C=C1)OC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	5.7706
16802	Ki	693.0	COC1=C(C=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43)OC	6.1593
16803	Ki	220.0	C1OC2=C(O1)C=C(C=C2)C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54	6.6576
16804	Ki	522.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=COC4=C3C=C(C=C4)F)O	6.2823
16805	Ki	199.0	CN(CCC1=CNC2=C1C=C(C=C2)OC)CC3=CC=C(O3)C4=CC=C(C=C4)O	6.7011
16806	Ki	152.0	C1=CC=C(C=C1)C2=CC=C(S2)CNCCC3=CNC4=CC=CC=C43	6.8182
16807	Ki	91.0	C1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	7.041
16808	Ki	303.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC=CC=C4	6.5186
16809	Ki	76.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC	7.1192
16810	Ki	7.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	8.1549
16811	Ki	345.0	CC(CC1=CNC2=C1C=C(C=C2)OC)NCC3=CC=C(O3)C4=CC=C(C=C4)O	6.4622
16812	Ki	266.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl	6.5751
16813	Ki	556.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC	6.2549
16814	Ki	14.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	7.8539
16815	Ki	201.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54	6.6968
16816	Ki	90.0	COC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)OC	7.0458
16817	Ki	334.0	CCCN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4	6.4763
16818	Ki	185.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC=C4)Cl	6.7328
16819	Ki	774.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-]	6.1113
16820	Ki	21.0	CC1=C(C2=C(N1)C=CC(=C2)OC)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	7.6778
16821	Ki	418.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(S3)CNCCC4=CNC5=CC=CC=C54	6.3788
16822	Ki	1463.0	CC(=O)OC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	5.8348
16823	Ki	264.0	C1=CC=C(C=C1)C2=CC=C(N2)CNCCC3=CNC4=CC=CC=C43	6.5784
16824	Ki	61.0	CN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4	7.2147
16825	Ki	210.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl	6.6778
16826	Ki	419.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=CO4	6.3778
16827	Ki	531.0	C1=CC2=C(NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O)N=C1	6.2749
16828	Ki	486.0	CC(C)OC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43	6.3134
16829	Ki	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=CC(=C4)F)O	8.699
16830	Ki	3.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O	8.5229
16831	Ki	247.0	COC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C(=CC=C4)OC	6.6073
16832	Ki	121.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CNN=C4	6.9172
16833	Ki	67.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)Cl	7.1739
16836	Ki	61.0	CN1CCN(CC1)C2=C(N=C(O2)C3=CC=CC=C3Cl)S(=O)(=O)C4=CC=CC=C4	7.2147
16837	Ki	20.0	CC(CSC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)Cl)N(C)C	7.699
16838	Ki	875.0	CC1=CC(=NC(=N1)NCC2=CC=CC=C2)OCCN(C)C	6.058
16839	Ki	145.0	C1=CC=C(C=C1)C2=CC=C(O2)NCCC3=CNC4=CC=CC=C43	6.8386
16840	Ki	198.0	CC1=NC(=C2C3=C(CCC3)SC2=N1)N4CCCN(CC4)C	6.7033
16841	Ki	596.0	CN1C/C(=C/C2=CC=C(C=C2)F)/C3C(=C1)C(NC(=S)N3)C4=CC=C(C=C4)F	6.2248
16842	Ki	7.0	CN1CCN(CC1)C2=NC(=C3CNN(C3=N2)C)NCC4=CC=CC=C4	8.1549
16843	Ki	21.0	C1CCC2C(C1)C(=O)NC(=N2)/N=C(\N)/N3CCC(CC3)CC4=CC=CC=C4	7.6778
16844	Ki	58.0	COC1=CC(=C(C=C1)CC2=NC(=NC3=C2N=CC=C3)N4CCNCC4)OC	7.2366
16845	Ki	894.0	C1CCN(C1)CC2=CC(=C3C=CC=NC3=C2O)CSC4=CC=CC=C4	6.0487
16846	Ki	316.0	CCC1=CC2=C(N=C(N=C2S1)C)N3CCN(CC3)C	6.5003
16847	Ki	594.0	CC1=CC=CN2C1=NC3C(C2=O)C=C(C(=N)N3CC4=CC=C(C=C4)F)S(=O)(=O)C5=CC=CC=C5	6.2262
16848	Ki	8883.0	CN1CCN(CC1)C2=NC(=NC=C2)SCC3=CC=CC=C3Cl	5.0514
16849	Ki	240.0	CN(CCCN1CCN(CC1)C2=CC=CC3=C2C=CN3CC4=CC=CC=C4)CC5=CC=CC=C5	6.6198
16850	Ki	18.0	CC1=C(C=CC=C1OCC2=CC=CC=C2)N3CCN(CC3)CCCCCCNC4=C5CCCCC5=NC6=C4CCCC6	7.7447
16890	Ki	2.0	COC1=CC2=C(C=C1)N(C=C2C3=CN=C(N3)N)S(=O)(=O)C4=CC=CC=C4.Cl	8.699
16892	Ki	14.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	7.8539
16893	Ki	10.0	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4=CN=C(N4)N.Cl	8.0
16894	Ki	250.0	CC1=C(NC2=NC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]	6.6021
16895	Ki	10.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.0
16896	Ki	25.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	7.6021
16897	Ki	9.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4.Cl	8.0458
16898	Ki	34.0	C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C=CC=C32)C4=CN=C(N4)N.Cl	7.4685
16899	Ki	50.0	CC(=O)NC1=NC=C(N1)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	7.301
16900	Ki	23.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.6383
16901	Ki	21.0	CC1=C(N=C(N1)NCC(F)F)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	7.6778
16903	Ki	78.0	CC1=C(NC2=CC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]	7.1079
16904	Ki	44.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.3565
16905	Ki	10.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	8.0
16906	Ki	157.0	CC1=C(N(C(=N1)N)CC(F)F)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	6.8041
16907	Ki	9.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F	8.0458
16908	Ki	16.0	CCC1=C(N=C(N1)NC(=O)CC)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	7.7959
16909	Ki	105.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	6.9788
16910	Ki	79.0	CC(=O)NC1=NC=C(N1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	7.1024
16911	Ki	100.0	CC1=C(N=C(S1)N)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	7.0
16912	Ki	15.0	CC1=C(N=C(N1)NC(=O)C)C2=CC3=C(C=C2)C=CN3S(=O)(=O)C4=CC=CC=C4	7.8239
16913	Ki	10.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	8.0
16914	Ki	65.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.1871
16915	Ki	29.0	CCC1=C(N=C(N1)N)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4.Cl	7.5376
16916	Ki	8.0	CC1=C(N=C(N1)N)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	8.0969
16918	Ki	4.0	CC1=C(N=C(N1)N)C2=CC3=C(C=C2)C=CN3S(=O)(=O)C4=CC=CC=C4.Cl	8.3979
16919	Ki	15.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.8239
16920	Ki	280.0	CC1=C(N2CCCN(C2=N1)C(=O)C)C3=CN(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5	6.5528
16921	Ki	10.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	8.0
16922	Ki	17.0	CCC(=O)NC1=NC(=C(N1)C)C2=CC3=C(C=C2)C=CN3S(=O)(=O)C4=CC=CC=C4	7.7696
16923	Ki	19.0	CCC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4.Cl	7.7212
16924	Ki	83.0	CC1=C(N=C(N1)NCCC2=CC=CC=C2)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5	7.0809
16925	Ki	501.0	CCC(=O)NC1=NC(=C(N1)C)C2=C3C=CN(C3=CC=C2)S(=O)(=O)C4=CC=CC=C4	6.3002
