	Standard Type	Standard Value	Smiles	pChEMBL Value
2699	Ki	7.943	O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21	8.1
2700	Ki	6.0	CN(C)CCc1cn(Cc2ccccc2)c2ccccc12	8.22
2702	Ki	3.0	CN1CCC(C2=CCc3ccc(NS(=O)(=O)c4c(Cl)nc5sccn45)cc32)C1	8.52
2704	Ki	29.0	Nc1ccc(S(=O)(=O)n2cc(C3=CCNCC3)c3cc([N+](=O)[O-])ccc32)cc1	7.54
2705	Ki	12.0	O=S(=O)(c1ccccc1)n1cc(C2CCNCC2)c2ccccc21	7.92
2707	Ki	29.6	COc1ccc2c(c1)c(CN1CCN(C)CC1)c(Cl)n2S(=O)(=O)c1ccc(C(C)C)cc1	7.53
2708	Ki	4.3	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1	8.37
2709	Ki	15.9	CC(C)CCNc1nc2c(S(=O)(=O)c3ccc(Br)cc3)nnn2c2ccsc12	7.8
2710	Ki	3.2	O=S(=O)(c1ccccc1)c1nnn2c1nc(NC1CCCCC1)c1sccc12	8.49
2711	Ki	10.96	CCN1CCC(n2cc(S(=O)(=O)c3ccccc3)c3cccnc32)C1	7.96
2722	Ki	5055.0	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	5.3
2724	Ki	8.4	O=S(=O)(Cl)c1c(Cl)nc2n1CCS2	8.08
2725	Ki	140.0	O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12	6.85
2726	Ki	1.6	O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(F)c(Cl)c1	8.8
2727	Ki	1.8	Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(Cl)cc12	8.74
2728	Ki	18.3	COc1ccc(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3cc(OC)ccc32)cc1	7.74
2729	Ki	0.9	Cc1cccc(S(=O)(=O)c2n[nH]c3ccc(N4CCN(C)CC4)cc23)c1	9.05
2730	Ki	1.7	CCn1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCN(C)CC3)ccc21	8.77
2731	Ki	1131.0	O=C1Nc2ccccc2C12CCN(CCN1CCN(c3ccc(Cl)c(Cl)c3)CC1)C2	5.95
2732	Ki	1693.0	O=C1Nc2ccccc2C12CCN(CCN1CCC(Oc3ccc(Cl)cc3)CC1)C2	5.77
2734	Ki	6.0	NCCc1cn(S(=O)(=O)c2cccc(Cl)c2)c2ccccc12	8.22
2735	Ki	11.0	NCCc1cn(S(=O)(=O)c2ccccc2Br)c2ccccc12	7.96
2736	Ki	199.0	O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)CC1)c1ccc(F)c(F)c1	6.7
2737	Ki	4.0	O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)[C@@H]1CCCNC1	8.4
2738	Ki	14210.0	Cl.Cn1c(=O)c2c(ncn2CCCCN2CCN(c3ccccc3)CC2)n(C)c1=O	4.85
2739	Ki	12100.0	COc1ccccc1N1CCN(CCCn2cnc3c2c(=O)n(C)c(=O)n3C)CC1.Cl	4.92
2740	Ki	1584.89	Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1	5.8
2741	Ki	15.0	CN(C)CCc1ccn(S(=O)(=O)c2ccccc2)c1	7.82
2742	Ki	44.0	Cn1c2c(c3cc(S(=O)(=O)c4cncc(Cl)c4)ccc31)C1CCC(C2)N1	7.36
2743	Ki	139.0	Cn1c2c(c3cc(S(=O)(=O)c4cncc(F)c4)ccc31)C1CCC(C2)N1	6.86
2745	Ki	20.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc5occc5c4)ccc31)C1CCC(C2)N1	7.7
2746	Ki	4.4	CC(C)n1ccc2cc(S(=O)(=O)c3ccc4c(c3)c3c(n4C)CC4CCC3N4)ccc21	8.36
2747	Ki	2.7	Cn1c2c(c3cc(S(=O)(=O)n4cc(F)c5ccccc54)ccc31)C1CCC(C2)N1	8.57
2748	Ki	30.0	NCCc1cn(S(=O)(=O)c2ccc(Cl)c(Cl)c2)c2ccccc12	7.52
2749	Ki	14.0	NCCc1cn(S(=O)(=O)c2ccc(I)cc2)c2ccccc12	7.85
2750	Ki	8.5	Cn1c2c(c3cc(S(=O)(=O)c4cc(F)cc(F)c4)ccc31)C1CCC(C2)N1	8.07
2751	Ki	0.46	COc1cc(S(=O)(=O)c2ccccc2F)cc2c3c(n(C)c12)CC1CCC3N1	9.34
2752	Ki	7.1	COCCOc1cc(S(=O)(=O)c2ccccc2)cc2c3c(n(C)c12)CC1CCC3N1	8.15
2753	Ki	0.85	COc1cc(S(=O)(=O)n2ccc3ccc(F)cc32)cc2c3c(n(C)c12)CC1CCC3N1	9.07
2754	Ki	2.0	Cn1c2c(c3cc(S(=O)(=O)c4cccc(NC5CCCC5)c4)ccc31)C1CCC(C2)N1	8.7
2755	Ki	0.458	CSc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCC3	9.34
2756	Ki	1.0	O=S(=O)(c1ccc(Cl)s1)c1cn(C2CCNC2)c2ncccc12	9.0
2757	Ki	33.11	CCN1CCCC(n2cc(S(=O)(=O)c3ccc(Cl)cc3)c3cccnc32)C1	7.48
2758	Ki	15.9	CN1CCN(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1	7.8
2759	Ki	2.2	CCCn1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21	8.66
2760	Ki	1.8	CC(C)n1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCN(C)CC3)ccc21	8.74
2761	Ki	0.7762	COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2OC)cc1N1CCNCC1	9.11
2762	Ki	196.7	CCN/C(=N\S(=O)(=O)c1c(Cl)cccc1Cl)N1CC(CC)C=N1	6.71
2763	Ki	2.0	COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(N)cc2)CCCC1CN(C)C	8.7
2764	Ki	1837.0	c1ccc2c(OCCCCCN3CCCCCC3)cccc2c1	5.74
2765	Ki	372.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1	6.43
2766	Ki	350.0	COc1ccc2c(c1)c(CCN1CCCCC1)cn2S(=O)(=O)c1ccccc1	6.46
2767	Ki	1800.0	O=C1Nc2ccc(F)cc2C1CCCCN1CCN(c2ccccc2)CC1	5.75
2768	Ki	580.0	O=C1Nc2ccccc2C1CCCCN1CCN(c2ccc(Cl)cc2)CC1	6.24
2769	Ki	7.79	COc1ccc2c(c1)c(CN1CCCN(C)CC1)cn2S(=O)(=O)c1ccc(F)cc1.Cl.Cl	8.11
2773	Ki	400.0	CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	6.4
2774	Ki	46.0	Cc1[nH]c2ccc(O)cc2c1CCN	7.34
2775	Ki	11.1	CSc1nn2c3c(c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1)CNCC3	7.96
2776	Ki	60.0	Cl.c1ccc2c(C[C@H]3CCCN3)c[nH]c2c1	7.22
2778	Ki	3.1	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccc(Cl)cc1	8.51
2779	Ki	1.4	Cn1c2c(c3cc(S(=O)(=O)c4cccc5ccccc45)ccc31)C1CCC(C2)N1	8.85
2780	Ki	37.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc(Cl)cc4)ccc31)C1CCC(C2)N1	7.43
2781	Ki	4.1	Cn1c2c(c3cc(S(=O)(=O)n4cc(Cl)c5ccccc54)ccc31)C1CCC(C2)N1	8.39
2782	Ki	23.0	Cn1c2c(c3cc(S(=O)(=O)c4cccc5cccnc45)ccc31)C1CCC(C2)N1	7.64
2783	Ki	11.0	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OCc5ccncc5)c4)ccc31)C1CCC(C2)N1	7.96
2784	Ki	0.42	Cc1cn(S(=O)(=O)c2ccc3oc4c(c3c2)CNCC4)c2ccccc12	9.38
2785	Ki	0.48	O=S(=O)(c1cccc(C(F)(F)F)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	9.32
2786	Ki	68.4	Cc1cc(C)n2nc(C)c(S(=O)(=O)c3ccccc3)c2n1	7.17
2787	Ki	12.0	O=S(=O)(c1ccc(CO)cc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	7.92
2788	Ki	0.5	Cn1c2c(c3cc(S(=O)(=O)n4ccc5ccc(F)cc54)ccc31)C1CCC(C2)N1	9.3
2789	Ki	0.58	[C-]#[N+]c1ccc2ccn(S(=O)(=O)c3cc(OC)c4c(c3)c3c(n4C)CC4CCC3N4)c2c1	9.24
2790	Ki	70.0	NCCc1c[nH]c2ccccc12	7.16
2791	Ki	7.7	CSc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CNCC3	8.11
2793	Ki	43.0	O=S(=O)(c1ccc(F)cc1)c1ccc2oc3c(c2c1)CNCC3	7.37
2794	Ki	252.0	CN(C)C(=O)C1NCCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c21	6.6
2797	Ki	228.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc5c(ccn5CCO)c4)ccc31)C1CCC(C2)N1	6.64
2798	Ki	13.0	Cn1c2c(c3cc(S(=O)(=O)c4cccc5ccncc45)ccc31)C1CCC(C2)N1	7.89
2799	Ki	1.4	Cc1cn(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc12	8.85
2801	Ki	728.0	COc1cc2c(c(OC)c1)C(=O)C(C)(c1ccccc1)C(=O)N2	6.14
2802	Ki	1.0	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1	9.0
2804	Ki	147.0	COc1ccc(C2(C)C(=O)Nc3cc(Cl)cc(Cl)c3C2=O)cc1	6.83
2805	Ki	56.0	CN1CCN(c2nc(N)nc(Cc3ccccc3Cl)n2)CC1	7.25
2810	Ki	5.0	CN(C)CC1=CC2=CN(S(=O)(=O)c3ccccc3)C3=CC=CC(O1)C23	8.3
2811	Ki	322.0	CCCC(=O)Nc1ccc2c(c1)-c1c(OCC3CC3)c(OC)cc3c1C(C2)N(C)CC3	6.49
2812	Ki	755.0	N#CC1=Cc2cn(S(=O)(=O)c3cccc4ccccc34)c3cccc(c23)O1	6.12
2813	Ki	5285.0	O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(F)cc3)CC1)C2	5.28
2814	Ki	1.2	Cl.N=C(N)N/N=C1\CCc2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc21	8.92
2815	Ki	5.2	CC1(C)C/C(=N\NC(=N)N)c2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc21.Cl	8.28
2816	Ki	64.0	Cc1ccc(Cc2nc(N)nc(N3CCN(C)CC3)n2)cc1	7.19
2817	Ki	55.0	CN1CCN2c3ccccc3Cc3ccccc3C2C1	7.26
2819	Ki	4.6	O=S(=O)(c1ccccc1)n1cc(C2=CCCNC2)c2ccccc21	8.34
2820	Ki	13.0	O=S(=O)(c1ccccc1Cl)n1cc(C2=CCCNC2)c2ccccc21	7.89
2821	Ki	10.0	COc1ccc(S(=O)(=O)n2cc(C3CCCNC3)c3ccccc32)cc1	8.0
2822	Ki	7.0	O=S(=O)(c1ccc(F)c(F)c1)n1cc(C2CCCNC2)c2ccccc21	8.15
2823	Ki	9.8	O=S(=O)(c1cccs1)n1cc(C2CCCNC2)c2ccccc21	8.01
2824	Ki	7.0	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(Cl)cc2)c2ccccc12	8.15
2825	Ki	1.0	CN1CCC(c2cn(S(=O)(=O)c3ccc(I)cc3)c3ccccc23)C1	9.0
2826	Ki	14.0	O=S(=O)(c1ccccc1Br)n1cc(C2CCN(Cc3ccccc3)C2)c2ccccc21	7.85
2827	Ki	8.0	Cc1ccc(S(=O)(=O)n2cc(C3CCN(Cc4ccccc4)C3)c3ccccc32)cc1	8.1
2828	Ki	252.7	O=S(=O)(c1ccccc1)n1c2c(c3ccccc31)CCNC2	6.6
2829	Ki	1429.0	COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1	5.84
2830	Ki	50.0	Nc1ccc(S(=O)(=O)n2cc(C3=CCNCC3)c3cc(OCc4ccccc4)ccc32)cc1	7.3
2831	Ki	20.0	O=S(=O)(c1ccccc1)n1cc(C2CCNCC2)c2cc(F)ccc21	7.7
2833	Ki	28.0	O=S(=O)(c1ccccc1)c1cc(-c2cn[nH]c2)c2oc3c(c2c1)CNCC3	7.55
2834	Ki	0.35	CC1NCCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c21	9.46
2835	Ki	110.0	CC1CNCc2c1oc1c(Cl)cc(S(=O)(=O)c3ccccc3)cc21	6.96
2836	Ki	12.0	Clc1cc(Sc2ccccc2)cc2c3c(oc12)CCNC3	7.92
2837	Ki	0.77	O=S(=O)(c1cc(Cl)c2oc3c(c2c1)CNCC3)c1ccccc1Cl	9.11
2838	Ki	28.0	CN1CCN(c2nc(N)nc(Cc3cccc(Cl)c3)n2)CC1	7.55
2839	Ki	0.37	Cn1c2c(c3cc(S(=O)(=O)c4ccc5[nH]ccc5c4)ccc31)C1CCC(C2)N1	9.43
2840	Ki	0.28	Cn1c2c(c3cc(S(=O)(=O)c4ccc5[nH]ccc5c4)ccc31)C1CCC(C2)N1	9.55
2841	Ki	1.2	Cn1c2c(c3cc(S(=O)(=O)c4c[nH]c5ccccc45)ccc31)C1CCC(C2)N1	8.92
2842	Ki	54.0	CN(C)CCc1cn(C(=O)c2ccccc2)c2ccc(O)cc12	7.27
2843	Ki	2.512	Cn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccc(N3CCNCC3)c21	8.6
2844	Ki	0.2512	O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)cccc21	9.6
2845	Ki	4.898	O=S(=O)(c1ccccc1)c1cn(C2CCCNC2)c2ncccc12	8.31
2846	Ki	1329.0	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	5.88
2847	Ki	6.7	Cl.O=S(=O)(c1cccc(F)c1)c1n[nH]c2ccc(NC3CCNCC3)cc12	8.17
2848	Ki	1.7	Cl.O=S(=O)(c1cccc2ccccc12)c1n[nH]c2ccc(NC3CCCNC3)cc12	8.77
2849	Ki	44.0	Cl.O=S(=O)(c1cccc2ccccc12)c1n[nH]c2cc(NCC3CCNCC3)ccc12	7.36
2851	Ki	57.7	CN(C)CCn1ccc2cc(NS(=O)(=O)c3ccc4ccccc4c3)ccc21	7.24
2852	Ki	1.9	CNc1cc(NC)c2ccn(S(=O)(=O)c3ccc(N)cc3)c2c1	8.72
2853	Ki	0.3	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(I)cc3)cc12	9.52
2854	Ki	11.0	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc12	7.96
2855	Ki	11800.0	Nc1ccc(CC2=CCc3ccccc32)cc1	4.93
2856	Ki	27.6	CC(C)c1ccc(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3cc(Br)ccc32)cc1	7.56
2857	Ki	6.0	CCN(CC)CCc1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12	8.22
2858	Ki	2.3	CCCc1c(CCN(C)C)c2cc(OC)ccc2n1S(=O)(=O)c1ccccc1	8.64
2861	Ki	4744.0	O=C1Nc2ccccc2C12CCN(CCN1CCN(c3ccc(F)cc3)CC1)C2	5.32
2862	Ki	430.0	OC(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1	6.37
2863	Ki	7.8	CN1CCN(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccc(Br)cc23)CC1	8.11
2864	Ki	10.6	CCN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(Br)cc23)CC1	7.97
2865	Ki	1.9	CCn1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21	8.72
2866	Ki	2.9	CC(C)n1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21	8.54
2870	Ki	12.0	COc1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCN(C)CC4)cc23)cc1	7.92
2871	Ki	22.0	O=S(=O)(c1cccc2ccccc12)c1n[nH]c2cc(N3CCNCC3)ccc12	7.66
2873	Ki	1320.0	[C-]#[N+]c1ccc(S(=O)(=O)c2ccc3oc4c(c3c2)CNCC4)cc1	5.88
2874	Ki	571.0	O=S(=O)(c1ccccc1)c1ccc2oc3c(c2c1)CNCCC3	6.24
2875	Ki	284.0	CC(C)n1c2c(c3cc(S(=O)(=O)c4ccccc4)ccc31)C1CCC(C2)N1	6.55
2876	Ki	1.8	[C-]#[N+]c1ccc2ccn(S(=O)(=O)c3ccc4c(c3)c3c(n4C)CC4CCC3N4)c2c1	8.74
2877	Ki	1.8	Cn1c2c(c3cc(S(=O)(=O)c4cccc(C(F)(F)F)c4)cc(O)c31)C1CCC(C2)N1	8.74
2878	Ki	3.7	COc1cc(S(=O)(=O)c2cncc3ccccc23)cc2c3c(n(C)c12)CC1CCC3N1	8.43
2879	Ki	2.399	O=S(=O)(c1cccc(F)c1)c1cn(C2CCCNC2)c2ncccc12	8.62
2880	Ki	4.9	Cc1cc(S(=O)(=O)c2ccc(N)cc2)cc2c3c(n(C)c12)CC1CCC3N1	8.31
2881	Ki	1.6	Cc1cc(S(=O)(=O)n2ccc3ccccc32)cc2c3c(n(C)c12)CC1CCC3N1	8.8
2883	Ki	61.0	C[C@@H]1C[C@@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	7.21
2885	Ki	909.0	CC(N)Cc1c[nH]c2ccccc12	6.04
2886	Ki	2707.0	CN1CCN(c2nc(N)nc(-c3ccc(Cl)cc3)n2)CC1	5.57
2887	Ki	2.0	O=S(=O)(c1cccc(C2CCOC2)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	8.7
2888	Ki	124.0	O=S(=O)(c1ccccc1)c1cc(Cn2cccn2)c2oc3c(c2c1)CNCC3	6.91
2889	Ki	3.0	CC(O)c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1	8.52
2890	Ki	3.0	O=S(=O)(c1ccc(F)cc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	8.52
2891	Ki	20.0	CC(O)c1ccccc1S(=O)(=O)c1cc(Cl)c2oc3c(c2c1)CNCC3	7.7
2892	Ki	7.7	CC(O)COc1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	8.11
2893	Ki	1.3	Cn1c2c(c3cc(S(=O)(=O)c4c[nH]c5ccccc45)ccc31)C1CCC(C2)N1	8.89
2894	Ki	3.7	Cn1c2c(c3cc(S(=O)(=O)c4cccc(C(F)(F)F)c4)ccc31)C1CCC(C2)N1	8.43
2896	Ki	2.0	O=S(=O)(c1ccccc1)n1cc(C2=CCNCC2)c2ccccc21	8.7
2897	Ki	20.0	O=S(=O)(c1ccc(C(F)(F)F)cc1)n1cc(C2=CCNCC2)c2ccccc21	7.7
2898	Ki	5.623	CN1CCC(n2cc(S(=O)(=O)c3ccccc3F)c3cccnc32)C1	8.25
2900	Ki	50.0	NCCc1c[nH]c2ccc(O)cc12	7.3
2901	Ki	316.23	Cc1cnc2c(S(=O)(=O)N3CC(C(=O)N(C)C4CCN(C)CC4)c4ccccc43)cccc2c1	6.5
2902	Ki	7.9	CN(C)CCCc1cccc2c1ccn2S(=O)(=O)c1ccccc1	8.1
2903	Ki	11.0	Cl.O=S(=O)(c1cccc(Cl)c1)c1ccc2c(c1)O[C@H]1CNCC[C@@H]21	7.96
2904	Ki	37.0	Cc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl	7.43
2905	Ki	23.0	CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl	7.64
2906	Ki	21.0	CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1F.Cl	7.68
2907	Ki	5.7	COc1ccc2c(c1)c(CN1CCCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br	8.24
2908	Ki	86.0	COc1cc2c3c(c1OC)-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2	7.07
2909	Ki	590.0	C=CCOc1c(OC)cc2c3c1-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2	6.23
2910	Ki	415.0	COc1cc2c3c(c1OC)-c1cc(NC(N)=O)ccc1CC3N(C)CC2	6.38
2914	Ki	2215.0	O=C(CCOCCN1CCN(c2cccnc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1	5.66
2915	Ki	1706.0	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(OCCN4CCOCC4)cc3)CC2)cc1	5.77
2916	Ki	1623.0	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(OCCCN4CCOCC4)cc3)CC2)cc1	5.79
2917	Ki	745.0	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(C#N)cc3)CC2)cc1	6.13
2918	Ki	1506.0	CN(C)Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1	5.82
2919	Ki	1621.0	N#Cc1ccc(CNC(=O)CCOCCN2CCN(c3ncccc3-c3ccc(F)cc3)CC2)cc1	5.79
2921	Ki	2.52	O=S(=O)(c1ccccc1)n1ccc2cc(CN3CCNCC3)ccc21	8.6
2922	Ki	3.02	CN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccc(Cl)cc3)c2)CC1	8.52
2925	Ki	5.6	CCN/C(=N\S(=O)(=O)c1cccc2ccccc12)N1CC(CC)C=N1	8.25
2927	Ki	440.0	CN1CCN(c2ccc3c(c2)CCN3S(=O)(=O)c2ccccc2)CC1	6.36
2928	Ki	8.2	CN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1	8.09
2929	Ki	12.0	O=S(=O)(c1ccccc1)N1CCc2ccc(N3CCNCC3)cc21	7.92
2931	Ki	36.0	CCc1nc2c(N3CCNCC3)ccnc2n1Cc1ccccc1	7.44
2932	Ki	142.0	Cc1cccc(Cn2c(CC(C)(C)C)nc3c(N4CCNCC4)ccnc32)c1	6.85
2933	Ki	26.0	Cc1cccc(Cn2c(C)nc3c(N4CCNCC4)ccnc32)c1	7.58
2934	Ki	139.0	CCc1nc2c(N3CCNCC3)ccnc2n1Cc1ccc(F)c(F)c1	6.86
2935	Ki	108.0	CCC(CC)c1nc2c(N3CCNCC3)ccnc2n1Cc1ccccc1Cl	6.97
2936	Ki	13.0	O=S(=O)(c1cnc2ccccc2c1)n1cc(C2=CCNCC2)c2ccccc21	7.89
2937	Ki	31.62	CC(C)Oc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	7.5
2938	Ki	12.59	CC(C)c1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	7.9
2939	Ki	90.71	CN1CCN(Cc2cccc3c2c(Cl)cn3S(=O)(=O)c2ccccc2Br)CC1	7.04
2940	Ki	9.89	CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccc(F)cc2)CC1	8.01
2942	Ki	6000.0	Nc1ccc(Cn2c3c(c4ccccc42)CCCC3)cc1	5.22
2943	Ki	1.5	CN(C)CC1CCCc2c1c1ccccc1n2S(=O)(=O)c1ccccc1	8.82
2946	Ki	360.0	Clc1ccc(-c2noc3c2CCNCC3)cc1	6.44
2947	Ki	4.3	O=S(=O)(c1ccc(Br)cc1)c1cn(C2CCNC2)c2ncccc12	8.37
2948	Ki	1.3	O=S(=O)(c1cccc(Br)c1)c1cn(C2CCNC2)c2ncccc12	8.89
2949	Ki	1.5	O=S(=O)(c1cccc(Cl)c1)c1cn(C2CCNC2)c2ncccc12	8.82
2950	Ki	3.162	COc1ccc(S(=O)(=O)N2CCCc3cc(Br)ccc32)cc1N1CCNCC1	8.5
2951	Ki	3.162	COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1	8.5
2952	Ki	7.943	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	8.1
2954	Ki	851.14	O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@@H]1CCN1CCC(Oc2ccc(Cl)cc2)CC1	6.07
2955	Ki	17.0	CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl	7.77
2961	Ki	25.12	CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNCC3)cc1	7.6
2965	Ki	130.0	CO[C@H]1c2cccc3c2c(cn3S(=O)(=O)c2ccc(C)cc2)C[C@@H]1N(C)C	6.89
2966	Ki	20.0	CCOC(=O)c1[nH]c2ccccc2c1CCN(C)C	7.7
2967	Ki	764.0	Cc1cc(C)n2nc(NCCCN(C)C)c(S(=O)(=O)c3ccccc3)c2n1	6.12
2968	Ki	57.0	CN(C)CCC1=C/C(=C\c2ccccc2)c2ccccc21	7.24
2969	Ki	1.0	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3Cl)cc12	9.0
2970	Ki	74.6	Cc1cc2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc2n1CCN(C)C	7.13
2971	Ki	61.0	O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1	7.21
2972	Ki	10.8	O=S(=O)(c1ccccc1)c1ccc(N2CCNCC2)cc1	7.97
2973	Ki	491.0	Nc1ccccc1S(=O)(=O)c1ccccc1	6.31
2974	Ki	564.0	Nc1ccc(S(=O)(=O)c2ccc(N)c(N)c2)cc1	6.25
2975	Ki	866.0	COc1ccccc1S(=O)(=O)c1ccccc1	6.06
2976	Ki	1598.0	O=S(=O)(c1ccccc1)c1ccccc1	5.8
2977	Ki	6.0	NCCc1cn(S(=O)(=O)c2ccc(Cl)s2)c2ccccc12	8.22
2978	Ki	8.2	CN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccsc4)cc13)C2	8.09
2979	Ki	0.72	CCn1cc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc21	9.14
2980	Ki	1.9	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OCc5ccccc5)c4)ccc31)C1CCC(C2)N1	8.72
2981	Ki	1.4	COCCN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccc5[nH]ccc5c4)cc13)C2	8.85
2982	Ki	1.4	COc1cc(S(=O)(=O)c2cccc(OCc3ccccc3)c2)cc2c3c(n(C)c12)CC1CCC3N1	8.85
2983	Ki	50.12	CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12	7.3
